Name,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Kilcooley Abbey,,-7.5713094,52.6707686,Tipperary,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Slieveardagh Heritage Centre,353529156165,-7.6701522,52.5685577,Tipperary,Killenaule,Ireland,"Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction"
Rattoo Round Tower,,-9.65019399999999,52.4426651,Kerry,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Russell Gallery,353657078185,-9.08283,53.15452,Clare,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Vincent Hyland Art Gallery,353831992560,-10.106873,51.754406,Kerry,Caherdaniel,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Ballynahinch Castle Hotel and Gardens,3539531006,-9.86296099999999,53.460188,Galway,Recess,Ireland,"Restaurant,Walking,Castle,Historic Houses and Castle,Gardens,Garden,Food and Drink,Tour"
Cashel House Hotel Gardens,3539531001,-9.8079229,53.4196460999999,Galway,Cashel,Ireland,"Gardening,Nature and Wildlife,Photography,Learning,Walking,Gardens,Garden,Food and Drink,Restaurant"
Rosleague Manor and Gardens,3539541101,-9.9844223,53.5504472,Galway,,Ireland,"Restaurant,Walking,Gardens,Garden,Food and Drink"
Riverbank Arts Centre,35345448327,-6.7953081,53.1818472,Kildare,Newbridge,Ireland,"Learning,Art Gallery,Cinema,Venue,Comedy,Music,Cafe,Food and Drink"
Golden Grove Forest,35361337322,-7.80007356802444,52.9612350229903,Tipperary,Roscrea,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Scattery Island,+353(0)656828366,-9.5194555,52.6121983,Clare,Scattery Island,Ireland,"Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Island,Offshore Island,Museums and Attraction,Ruins,Historic Houses and Castle"
An Blascaod Mor - the Blasket Islands,353669156444,-10.5410599,52.0908242999999,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Walking,Historic Houses and Castle,Island,Offshore Island"
Bere Island,+353(0)2775099,-9.86344539008676,51.6304715371706,Cork,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape"
Cape Clear Island - Oilean Chleire,3532839119,-9.49343485797111,51.4382949346652,Cork,Cape Clear Island,Republic of Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Kayaking,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape,Food and Drink,Pubs and Bar"
Sherkin Island,,-9.41653465109219,51.469523356434,Cork,Sherkin Island,Republic of Ireland,"Craft,Shopping,Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape,Food and Drink,Pubs and Bar"
Stronach Gallery,353876666633,-9.823556,54.024536,Mayo,Ballycroy,Ireland,"Craft,Shopping,Art Gallery"
Glebe Gardens,3532820579,-9.36108799999999,51.484541,Cork,Baltimore,Ireland,"Walking,Gardens,Garden"
ODriscoll Garden Centre,35350421636,-7.7973804,52.6702947,Tipperary,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Limerick Printmakers,35361311806,-8.6191795,52.6631362,Limerick,Limerick City,Ireland,"Craft,Shopping,Learning,Art Gallery"
Lahinch Art Gallery,353657081400,-9.3457486,52.9317892,Clare,Lahinch,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Cathedral of the Most Holy Trinity Waterford,35351875166,-7.11117209999999,52.2615066,Waterford,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
Pebble Stone Studio,353863934603,-7.84840409999999,53.3496391,Westmeath,,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Caher Park,+353(0)5241453,-7.9235942820825,52.3798510788358,Tipperary,Cahir,Republic of Ireland,"Fishing,Angling,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Public Park,Nature and Wildlife"
Michael Cusack Centre,353657089944,-9.0857179,53.0190537,Clare,,Ireland,"Gaa,Learning,Museums and Attraction,Cafe,Food and Drink,Tour"
Youghal Heritage Centre,3532420170,-7.845717,51.953087,Cork,Youghal,Republic of Ireland,"Museums and Attraction,Food Shops,Shopping"
St. Columbs Gardens,353749137071,-7.9031983,55.0044336,Donegal,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Tech Amergin,353669478956,-10.172331,51.8295849999999,Kerry,Waterville,Ireland,"Craft,Shopping,Learning,Movies,Cinema,Venue,Art Gallery"
St. Cronans High Cross at Black Mills,35350521850,-7.79571939999999,52.9554436,Tipperary,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Public Sculpture,Ruins"
The Garden at Hardymount House,353599151769,-6.7627291,52.799319,Carlow,Tullow,Ireland,"Gardens,Garden"
Garden of the Senses,353667121633,-9.704543,52.2662523,Kerry,Tralee,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Valentia Island Heritage Centre,353669476411,-10.294597,51.925531,Kerry,,Ireland,"Tracing Your Ancestors,Museums and Attraction,Food Shops,Shopping"
Killoughternane,,-6.82471115309872,52.6628559636995,Carlow,Bagenalstown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
St. Mullins Ecclesiastical Village,353879103672,-6.92901593581484,52.4912996422914,Carlow,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Johns Priory,353567751500,-7.24848918846896,52.6536826430907,Kilkenny,Kilkenny City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Marys Cathedral,353567771253,-7.2570566,52.6523483,Kilkenny,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Food Shops,Shopping"
Old St Marys Church Clonmel,3530526122773,-7.7053964,52.3543347,Tipperary,Oldbridge,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Stradbally Medieval Church,3535841741,-7.46079348745372,52.130433870236,Waterford,Stradbally,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Our Ladys Island Monastery,353539131167,-6.381269,52.210738,Wexford,Rosslare,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle,Cafe,Food and Drink"
Knockroe Passage Tomb,,-7.39955949999999,52.4319092,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilree High Cross,,-7.26955399999999,52.5181956,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilkieran High Cross,353567751500,-7.3808278,52.39794,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Patricks Well Cross,,-7.39327656445311,52.4160710356843,Tipperary,Ahenny,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dunhill Castle,,-7.2633,52.1573794,Waterford,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Inish Beg Gardens,3532821745,-9.34381449999999,51.5250555,Cork,,Ireland,"Walking,Gardens,Garden"
Lassanroe Garden,3532822563,-9.31101838153966,51.5873137877207,Cork,Skibbereen,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Ballymalis Castle,353646631633,-9.69243769999999,52.0845424,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Dunloe Castle,353646631633,-9.627419,52.059671,Kerry,Beaufort,Republic of Ireland,"Castle,Historic Houses and Castle"
Firkin Crane Dance Centre,353214507487,-8.4763208,51.9026986999999,Cork,,Ireland,"Learning,Historic Houses and Castle"
County Carlow Military Museum,353876904242,-6.928629,52.8433935,Carlow,,Ireland,"Learning,Museums and Attraction"
Cork City Library,353214924900,-8.475332,51.896731,Cork,Cork City,Republic of Ireland,"Learning,Literary Ireland"
Tick-Tock Activity Farm,35340233624,-6.2344472,52.7937503,Wicklow,Thomastown,Ireland,"Visitor Farm,Cafe,Food and Drink,Activity Operator"
Killarney Art Gallery,353872767999,-9.5091062,52.0588637,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery"
Kyrie Eleison Abbey,,-9.6871592,52.3534185,Kerry,Abbeydorney,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Fitzmaurice Castle,353667121288,-9.67746309999999,52.5120069,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Cork Courthouse,353214805600,-8.4788107,51.89781,Cork,,Ireland,"Castle,Historic Houses and Castle"
St. Finbarrs South Church,353851471147,-8.4714612,51.8942511,Cork,Cork City,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Red Abbey,353214924000,-8.4723587,51.8940883,Cork,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Josephs Redemptorist Church,353429334042,-6.3895579,54.0042289,Louth,Dundalk,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Regional Cultural Centre,353749129186,-7.7320196,54.9538874,Donegal,Letterkenny,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Music"
Clogher Heritage Complex,353949030687,-9.2465285,53.7633927,Mayo,,Ireland,"Walking,Museums and Attraction,Activity Operator,Tour"
Working Artist Studios,353861628471,-9.4614566,51.5627244999999,Cork,Ballydehob,Ireland,"Craft,Shopping,Learning,Art Gallery"
St Marys Garden of Remembrance,353761065000,-7.80462829999999,52.6807258,Tipperary,Thurles,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Public Park,Nature and Wildlife,Public Sculpture"
Grianan of Aileach,353749362600,-7.42780589999999,55.0238098999999,Donegal,Inishowen,Ireland,"Museums and Attraction,Ruins,Historic Houses and Castle"
Hunting Brook Garden,353872856601,-6.4874987,53.2200803,Wicklow,,Ireland,"Gardens,Garden"
Castle Roche,353429352111,-6.48843,54.046471,Louth,Dundalk,Republic of Ireland,"Historic Houses and Castle,Castle"
Carlingford Castle,353429373033,-6.1868336,54.0432392,Louth,Carlingford,Ireland,"Castle,Historic Houses and Castle,Ruins"
St. Laurences Gate - Drogheda Walls,353419872843,-6.347102,53.71591,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Historic Houses and Castle"
The National Design & Craft Gallery,353567796147,-7.25007859999999,52.6493621,Kilkenny,,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Jane Hilliard Gallery,353861504030,-9.707763,52.2693541,Kerry,Tralee,Ireland,"Craft,Shopping,Art Gallery"
Mossfield Organic Farm,353579131002,-7.8005629,53.060734,Offaly,,Ireland,Visitor Farm
Johnstown Garden Centre,35345879138,-6.623039,53.238098,Kildare,Johnstown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Annemarie Bourke Studio Gallery,35361410510,-8.6296155,52.6613859,Limerick,,Ireland,"Craft,Shopping,Learning,Art Gallery"
Caher Bridge Garden,353657076225,-9.25108809999999,53.1185709999999,Clare,Fanore,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Herb Garden at Kilgraney House,353599775283,-6.95819999999999,52.6538339,Carlow,,Ireland,"Gardens,Garden,Food Shops,Shopping"
Arboretum Inspirational Gardens,353599721558,-6.9749455,52.7426413999999,Carlow,Leighlinbridge,Ireland,"Gardening,Nature and Wildlife,Shopping,Shopping Centres and Department Store,Gardens,Garden,Cafe,Food and Drink,Food Shops"
Dromana House Gardens,3532496144,-7.86517949999999,52.1075710999999,Waterford,Cappoquin,Ireland,"Walking,Gardens,Garden,Tour"
Camas Park Garden,353862551277,-7.929296,52.53716,Tipperary,Cashel,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Camolin Potting Shed Garden,353866045715,-6.4604758,52.6148075,Wexford,Camolin,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Kilmurry Nursery and Garden,353539480223,-6.24177899999999,52.6902739999999,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Shopping,Cafe,Food and Drink,Food Shops"
Coolaught Gardens,353539244137,-6.7186105,52.4686372,Wexford,Enniscorthy,Ireland,"Gardens,Garden,Food Shops,Shopping"
Tombrick Garden,353539388863,-6.56905871256203,52.5809255017375,Wexford,Ballycarney,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Garryhill House,353599727240,-6.848067,52.678048,Carlow,Bagenalstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Pure Skill,35391515510,-9.10056949999999,53.2711069999999,Galway,,Ireland,"Gaa,Activity Operator"
The Arranmore Ferry,353873171810,-8.4423411,54.9831269999999,Donegal,Burtonport,Ireland,"Transport,Activity Operator,Embarkation Point,Island,Offshore Island,Boat,Tour,Coach,Road"
Mayo Memorial Peace Park,,-9.29607379045368,53.8503518918726,Mayo,Castlebar,Republic of Ireland,"Tracing Your Ancestors,Public Park,Nature and Wildlife,Public Sculpture,Fast Food,Food and Drink,Restaurant"
St Iberius Church,,-6.46214239999999,52.3391990999999,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Belcarra Eviction Cottage,353879090046,-9.2190281,53.8129006,Mayo,Castlebar,Ireland,"Learning,Museums and Attraction,Tour"
Roney Point Beach,,-6.21165630157474,52.5995463184217,Wexford,Courtown,Republic of Ireland,Beach
St Peters Roman Catholic Church Drogheda,353419838536,-6.3533726,53.7150105,Louth,Drogheda,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Red Mountain Open Farm,353419823221,-6.4615279,53.675023,Meath,,Ireland,"Agriculture,Nature and Wildlife,Horse Riding,Equestrian,Learning,Photography,Walking,Visitor Farm,Cafe,Food and Drink,Tour"
Inish Beg Island,+353(0)2821745,-9.35291884902267,51.5212534684023,Cork,Baltimore,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink"
On The Nail Literary Readings,+353(0)872996409,-8.62318,52.667199,Limerick,Limerick City,Republic of Ireland,"Learning,Activity Operator,Literary Ireland"
An Grianan,353419822119,-6.2644448,53.7546463,Louth,Newtown,Ireland,"Restaurant,Craft,Shopping,Cooking,Cookery,Learning,Activity Operator,Historic Houses and Castle,Fine Dining,Food and Drink"
Castle Leslie Estate,3534788100,-6.893738,54.318282,Monaghan,Glaslough,Ireland,"Falconry,Nature and Wildlife,Fishing,Angling,Horse Riding,Equestrian,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Walking,Castle,Historic Houses and Castle,Gardens,Garden,Food and Drink,Restaurant,Activity Operator"
Inch Wildfowl Reserve,,-7.44406358050935,55.051601240433,Donegal,Burt,Ireland,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
Lettermullen & Garumna Heritage Centre,35391551744,-9.73240906606963,53.2432360359837,Galway,Lettermullen Island,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Mount Juliet Garden,353567773000,-7.19173559999999,52.5263389,Kilkenny,Thomastown,Ireland,"Walking,Gardens,Garden"
Lurgybrack Open Farm,353749122683,-7.69903689999999,54.9293136,Donegal,Letterkenny,Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink,Activity Operator"
Marlfield House & Gardens,353539421124,-6.27521099999999,52.668747,Wexford,Gorey,Ireland,"Walking,Gardens,Garden"
Ballynatray Gardens,3532497463,-7.887014,51.99547,Cork,Youghal,Ireland,"Walking,Gardens,Garden"
The Spanish Arch,,-9.0540754,53.2697482,Galway,,Ireland,Museums and Attraction
Maynooth Campus Conference & Accommodation,+353(0)17086400,-6.5927578571027,53.3764955093095,Kildare,Maynooth,Republic of Ireland,"Restaurant,Learning,Historic Houses and Castle,Food and Drink"
National University of Ireland Galway,35391492264,-9.0617372,53.2791548999999,Galway,,Ireland,"Restaurant,Learning,Literary Ireland,Food and Drink,Pubs and Bar"
The Carol Cronin Gallery,353861031074,-10.269942,52.141735,Kerry,Dingle,Ireland,"Craft,Shopping,Art Gallery"
Fairy Fort Farm,353863191673,-7.9515445,52.7612627,Tipperary,,Ireland,"Agriculture,Nature and Wildlife,Activity Operator,Visitor Farm,Tour"
The Lace Gallery,353599155676,-6.7364351,52.7535167,Carlow,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Dhu Varren Garden,353876104492,-9.696926,52.1342513999999,Kerry,Milltown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Nowlan Park  Gaelic Stadium,,-7.238554,52.656856,Kilkenny,Kilkenny City,Republic of Ireland,"Gaa,Activity Operator,Stadium,Sports Venue,Venue,Sports Venues"
The Narrow Space Gallery,353876799361,-7.7010266,52.3530531,Tipperary,Oldbridge,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Oranmore Castle,353866003160,-8.9346103,53.2682869,Galway,Oranmore,Ireland,"Castle,Historic Houses and Castle,Venue,Music,Tour"
Greenacres Art Centre,353539122975,-6.4640300932541,52.3414347677529,Wexford,Wexford Town,Republic of Ireland,"Craft,Shopping,Art Gallery,Venue,Comedy,Music,Activity Operator"
The Green Door Studio,353749136864,-7.92864199999999,55.1747009999999,Donegal,,Ireland,"Craft,Shopping,Art Gallery"
Killagholehane Cemetery and Church,35361396255,-8.979017,52.331277,Limerick,Broadford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Coolcarrigan House Gardens,35345863527,-6.85130949999999,53.3185653999999,Kildare,Naas,Ireland,"Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden,Tour"
Enniscoe House & Gardens,3539631809,-9.3104257,54.0704536,Mayo,,Ireland,"Craft,Shopping,Tracing Your Ancestors,Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Emo Court Gardens,353578626573,-7.1968533,53.107194,Laois,Emo,Ireland,"Gardening,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Gardens,Garden,Natural Landscape,Cafe,Food and Drink"
Desmond Castle and  Wine Museum,353214774855,-8.52466149999999,51.7072605,Cork,Kinsale,Ireland,"Castle,Historic Houses and Castle,Museums and Attraction"
Cappoquin House,353876704180,-7.8503399,52.1494507,Waterford,Cappoquin,Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Tour"
The Dunamaise Arts Centre,353578663355,-7.29998339999999,53.0343718,Laois,Portlaoise,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Comedy,Music"
Cill Rialaig Arts Centre,353669479277,-10.266434,51.832582,Kerry,Ballinskelligs,Ireland,"Craft,Shopping,Art Gallery,Cafe,Food and Drink,Food Shops"
Hennigans Heritage Centre,353872491402,-8.98737349999999,53.9742533999999,Mayo,,Ireland,"Museums and Attraction,Visitor Farm,Tour"
Fairbrook House Garden and Museum,35351384657,-7.2636416,52.2397242,Waterford,,Ireland,"Gardening,Nature and Wildlife,Historic Houses and Castle,Art Gallery,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink,Tour"
Kinsale Museum,353214777930,-8.5242949,51.7062716999999,Cork,Kinsale,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Blarney House and Gardens,353214385252,-8.5707144,51.9291159,Cork,Blarney,Ireland,"Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Tour"
Thomond Park,35361421109,-8.642519,52.6742164,Limerick,,Ireland,"Museums and Attraction,Stadium,Sports Venue,Venue,Sports Venues,Cafe,Food and Drink,Pubs and Bar,Food Shops,Shopping,Tour"
The Bishops Palace Museum,35351304500,-7.10765179999999,52.2595399,Waterford,,Ireland,"Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Woodland Cottage Garden,353579121215,-7.5178568,53.2922332,Offaly,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Mooghaun Bronze Age Hillfort,,-8.87922869999999,52.7821867,Clare,,Ireland,Museums and Attraction
Caimileon Art Studio,353876265974,-8.9348309,53.1647661999999,Galway,Ballinderreen,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Springmount Garden Centre,353539421368,-6.307027,52.628776,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Bainnlann Chul na nGabhar Art Gallery,3535841933,-7.62477209999999,52.0897541999999,Waterford,Dungarvan,Ireland,"Craft,Shopping,Art Gallery"
Inis Bo Finne (Inishbofin Island) - Donegal,+353(0)749135635,-8.17062392055663,55.167805803353,Donegal,,Ireland,"Bird Watching,Nature and Wildlife,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Walking,Beach,Island,Offshore Island,Natural Landscape"
Kylemore Abbey Tree Trail & Giants Wishing Stone,+353(0)9552001,-9.889351,53.561632,Galway,Kylemore,Ireland,"Restaurant,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Cafe,Food and Drink"
The Donegal Gaeltacht,,-8.1107141,54.654487,Donegal,Glencolmcille,Ireland,Natural Landscape
Sean Burns Gallery,+353(0)949372626,-8.996791,53.712736,Mayo,Claremorris,Ireland,"Craft,Shopping,Art Gallery"
Inishbofin Heritage Museum & Gift Shop,353879696732,-10.206749,53.613395,Galway,Inishbofin,Ireland,Museums and Attraction
Curragh Military Museum,35345445342,-6.8309714,53.1458507,Kildare,,Ireland,"Learning,Photography,Museums and Attraction,Tour"
The Hamilton Gallery,353719143686,-8.47239424040606,54.2705261165701,Sligo,,Ireland,"Craft,Shopping,Art Gallery"
Peter Cox Photography Gallery,353646686076,-9.5085599,52.0586039,Kerry,Killarney,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Ballymurrin Quaker Farmstead,35340448206,-6.1066529,52.9341601,Wicklow,,Ireland,"Agriculture,Nature and Wildlife,Historic Houses and Castle,Museums and Attraction"
Kilbrittain Whale,+353(0)862567084,-8.6917337,51.6735577,Cork,Kilbrittain,Ireland,Natural Landscape
Elphin Windmill,353834062113,-8.21565949999999,53.8599595999999,Roscommon,Elphin,Ireland,Museums and Attraction
aras an Mhuilinn Regional Comhaltas Centre,353449330644,-7.339915,53.5238343,Westmeath,Mullingar,Ireland,"Learning,Traditionally Irish,Literary Ireland,Cafe,Food and Drink"
The House of Waterford Crystal,35351317000,-7.1067612,52.2592684,Waterford,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
North Mayo Family Research Centre,3539631809,-9.3114016,54.0704964999999,Mayo,Ballina,Ireland,"Tracing Your Ancestors,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink"
Blue Egg Gallery,353539145862,-6.4646946,52.3393084,Wexford,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Glenavon Japanese Garden,353539425331,-6.2335295,52.6139462,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
The Kilkenny Way Hurling Experience,353567721718,-7.251394,52.6515332,Kilkenny,,Ireland,"Restaurant,Gaa,Activity Operator,Food and Drink,Pubs and Bar,Tour"
Angling at Jerpoint Park,+353(0)866061449,-7.166836,52.512917,Kilkenny,Thomastown,Ireland,"Fishing,Angling,Activity Operator,Natural Landscape"
Jungle City,,-8.89378084005215,51.6200531107105,Cork,Clonakilty,Ireland,Public Sculpture
Dogs Bay Beach,,-9.96144109717511,53.3796939092828,Galway,Roundstone,Ireland,Beach
The Pavilion Garden Centre,353214888134,-8.463893,51.826548,Cork,Ballygarvan,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Waterford Medieval Museum,35351849501,-7.1069548,52.259739,Waterford,,Ireland,"Historic Houses and Castle,Museums and Attraction,Shopping,Cafe,Food and Drink,Tour"
West Cork Crafts,353838954823,-9.2680878,51.5492652,Cork,Skibbereen,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
The Gallery Kinsale,353868448589,-8.5226584,51.7049884999999,Cork,Kinsale,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
St. Pauls Church,353526197464,-7.9240671,52.3766021999999,Tipperary,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Aidans Cathedral,353539235777,-6.5709015,52.5028662,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Vinegar Hill,353539237596,-6.5535099,52.5018788,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Natural Landscape,Ruins"
Great Sugar Loaf Mountain,,-6.151,53.152,Wicklow,Kilmacanogue,Ireland,"Walking,Natural Landscape"
Fruitlawn Garden,353578730146,-7.40140589999999,52.9064871,Laois,Boley,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Tour"
Clonohill Gardens,353578735091,-7.62549035637698,52.9856478138853,Laois,Coolrain,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Lemanaghan Monastic Site,353579346839,-7.7442783,53.2933766999999,Offaly,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
The Steam Museum and Lodge Park Walled Garden,35316288412,-6.59914579999999,53.311618,Kildare,Straffan,Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden,Museums and Attraction,Shopping"
The Back Lane Pop Up Gallery,353873212948,-9.5062927,52.0589956,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery"
Skryne Church,3530469025152,-6.56310879999999,53.5859852,Meath,Skreen,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ardmulchan Church,,-6.628602,53.6718102,Meath,Kells,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Duleek Abbey,353419823315,-6.4221752,53.6547500999999,Meath,Duleek,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Townley Hall Woods,,-6.438562,53.734372,Meath,Oldbridge,Ireland,Natural Landscape
Donaghpatrick Church,,-6.75954919999999,53.6965617,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Patrickstown Viewing Point,,-7.085113,53.74976,Meath,Oldcastle,Ireland,Natural Landscape
Avoca Studio Gallery,35340235555,-6.2272958,52.8800149,Wicklow,,Ireland,"Craft,Shopping,Art Gallery"
Brideweir Hous,3532536386,-8.1550475,52.0869699,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Drishane House,3532836126,-9.1811823,51.5261146,Cork,Drishane,Ireland,"Historic Houses and Castle,Gardens,Garden,Museums and Attraction"
Woodford Bourne Warehouse,353214273000,-8.4813349,51.8982822,Cork,,Ireland,"Historic Houses and Castle,Food and Drink,Pubs and Bar"
Vanda Art Gallery,353872855705,-9.052645,53.273518,Galway,,Ireland,"Craft,Shopping,Art Gallery"
Crotty Church,,-7.91391989999999,53.0939863,Offaly,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Secret Gardens Sligo,353863375741,-8.47608643854607,54.2764192895825,Sligo,Sligo Town,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
The Emigrant Trail,35351388264,-6.94759872170413,52.3936161510535,Wexford,New Ross,Ireland,Museums and Attraction
